id,source_id,dataset,graph,strategy,provenance,tier,n_ann,label,prop,original_entity,perturbed_form,augmented_question,assigned_annotators
mindthequery:132,Complex_Aggregation_test:190,mindthequery,covid,typo,algorithmic,2-sample,1,Place,type,Theater,Theatr,"For each country, determine the percentage of visits that occurred at 'Theatr' places. Return the country name and the percentage of Theatr visits.",A
zograscope:1185,1374,zograscope,pole,partial,algorithmic,2-sample,2,Location,address,151 Mary Street,151 Mary,How old is the oldest individual living at 151 Mary?,A;B
cypherbench:319,0e209a1b-3460-4ce7-8aa3-81d6b0d22aa0,cypherbench,flight_accident,abbrev,attested,1-sample,2,Operator,name,LOT Polish Airlines,LOT,Did Transair Sweden and LOT start operations in the same year?,A;C
mindthequery:631,Complex_Aggregation_test:104,mindthequery,healthcare,abbrev,llm,1-census,2,ReportSource,name,Hospital,Hosp.,"For cases where the reporter occupation is 'Hosp.', what are the total number of cases and the average age, grouped by the name of the primary suspect drug?",A;D
cypherbench:2065,74504368-09f3-4297-aecb-61bf9a323bcd,cypherbench,politics,abbrev,llm,1-census,2,PoliticalParty,name,Venezuelan Democratic Party,PDV,How many countries either have diplomatic relations with Denmark or are operated in by the PDV?,A;E
mindthequery:681,Complex_Aggregation_test:165,mindthequery,healthcare,abbrev,llm,1-census,2,Manufacturer,manufacturerName,GLOBAL BLOOD THERAPEUTICS,GBT,"For cases registered by 'GBT', what is the average age of patients, grouped by the outcome of the case?",B;C
cypherbench:768,0df54707-df68-4abb-aee6-fe3a3e929238,cypherbench,company,abbrev,attested,1-sample,2,Country,name,Italy,IT,How many companies are either based in IT or operate in the ferrous metallurgy industry?,B;D
zograscope:1015,4430,zograscope,pole,typo,algorithmic,2-sample,1,Person,surname,Peters,Petsrs,What crimes happened at BL6 7TW involving a person surnamed Petsrs?,B
mindthequery:1038,Complex_Retrieval_test:14,mindthequery,wwc,alias,llm,1-census,2,Team,name,Jamaica,Reggae Girlz,"Retrieve the names of all players who represent the team 'Reggae Girlz' and played in matches during the 'USA 2003' tournament, along with the dates of those matches.",B;E
cypherbench:947,bc289113-8860-4ee8-ad43-5ee181b9f0c9,cypherbench,company,abbrev,attested,1-sample,2,Company,name,KLM,KL,What are the names of companies that have had a board member who was also a founder of KL?,C;D
cypherbench:1601,8e79ab40-d630-4f52-937e-3c8edb3c9670,cypherbench,movie,alias,llm,1-census,2,FilmSeries,name,Indiana Jones,Indy,"Provide the names of all movies that are part of the Indy series, along with the number of different writers for each movie.",C;E
mindthequery:301,Complex_Retrieval_test:154,mindthequery,covid,abbrev,llm,1-census,2,Country,name,Belgium,BE,"Find the names of 'Healthy' persons who visited a place located in 'BE' and whose visit duration was longer than 12 hours. Also, return the name of the visited place.",D;E
mindthequery:69,Complex_Aggregation_test:79,mindthequery,covid,alias,llm,1-census,2,,,Healthy,Fit,"For each continent, calculate the average number of visits performed by persons with 'Fit' and 'Sick' health statuses separately. Return the continent name, average number of visits for 'Fit' persons, and average number of visits for 'Sick' persons.",A;B
cypherbench:733,54ebd630-30f2-4da4-997c-02a9d37ad463,cypherbench,fictional_character,typo,algorithmic,2-sample,1,Character,name,Zhao Guang,Zaho Guang,How many characters are either the father of Zaho Guang or killed Su Yong?,C
mindthequery:861,Complex_Retrieval_test:136,mindthequery,healthcare,abbrev,llm,1-census,2,Reaction,description,Urine leukocyte esterase positive,urine LE positive,Retrieve all cases reported by 'Consumer' where the patient's age is greater than 40 and the case involves a reaction described as 'urine LE positive'. Return the primary IDs of these cases.,A;C
zograscope:375,345,zograscope,pole,partial,algorithmic,2-sample,2,Location,address,94 Ashworth Street,94 Ashworth,What are the latest crimes reported at 94 Ashworth?,A;D
cypherbench:780,02873c87-09f4-44f5-a1ee-08834d82a91c,cypherbench,company,abbrev,llm,1-census,2,Industry,name,mechanical engineering,MechE,What are the names and launch years of companies that have had Gerald Johnson as a board member and operate in the MechE industry?,A;E
cypherbench:1575,00a3fbdb-2237-48e6-9e10-5efb0f4cbbad,cypherbench,movie,abbrev,llm,1-census,2,Movie,name,Dead Poets Society,DPS,How many countries either released A Star Is Born or are the origin of DPS?,B;C
mindthequery:1209,Complex_Retrieval_test:208,mindthequery,wwc,partial,algorithmic,2-sample,2,Tournament,name,Sweden 1995,Sweden,Find all players who both scored a goal and played in a match during the 'Sweden' tournament. List their names and the date of the match in which they scored.,B;D
mindthequery:1028,Complex_Retrieval_test:2,mindthequery,wwc,alias,llm,1-census,2,Team,name,Japan,Land of the Rising Sun,"Find all matches in which the team 'Land of the Rising Sun' played, and for each match, list the players who scored goals, along with the minute of the goal. Return the match ID, player name, and goal minute.",B;E
cypherbench:20,d6badaed-4add-4b95-a078-68bf10f3541f,cypherbench,nba,alias,attested,1-sample,2,Position,name,swingman,Guard-forward,"What are the names of awards received by Guard-forward players, and how many Guard-forward players have received each award?",C;D
cypherbench:217,77741715-db78-4186-a03b-146bfce2ba79,cypherbench,nba,abbrev,llm,1-census,2,Team,name,Toronto Raptors,Raptors,Who are the point guards who have played for the Raptors?,C;E
zograscope:1053,4479,zograscope,pole,abbrev,llm,1-census,2,Vehicle,make,Ford,FoMoCo,How many officers probed a crime with a FoMoCo car involved?,D;E
mindthequery:803,Complex_Retrieval_test:74,mindthequery,healthcare,abbrev,llm,1-census,2,Outcome,outcome,Other Serious (Important Medical Event),IME,Retrieve cases that were registered by 'VELOXIS PHARMACEUTICALS' and resulted in 'IME'. List the primary IDs of these cases along with the event dates.,A;B
cypherbench:263,cbccfce8-9347-442e-b67d-2d22a4fadc24,cypherbench,flight_accident,abbrev,llm,1-census,2,FlightAccident,name,Avianca Flight 052,AV 052,How many airports are either the departure point for Pan Am Flight 217 or the destination for AV 052?,A;C
cypherbench:878,d8573cb2-9190-4a5a-8f34-a5842e3770f7,cypherbench,company,casing,algorithmic,2-sample,2,Company,name,Disney Platform Distribution,disney platform distribution,What are the names of countries where the parent company of disney platform distribution is based?,A;D
cypherbench:650,aa219cbf-2a9e-49e9-aebf-038aa8496e7a,cypherbench,fictional_character,alias,attested,1-sample,2,Character,name,Mystique,Raven Darkhölme,What are the names and occupations of characters who are married to Raven Darkhölme?,A;E
cypherbench:898,4ab75f05-52ab-40d9-a9c9-cce0f8370ad5,cypherbench,company,alias,llm,1-census,2,Company,name,General Motors,Government Motors,What are the names of individuals who have served as board members for either Cisco or Government Motors at any time?,B;C
cypherbench:864,cc549a59-3462-4334-bd71-346c27e86efa,cypherbench,company,alias,attested,1-sample,2,Person,name,John Alexander Thain,John A. Thain,"Who are the founders of companies that have had John A. Thain as a board member, and how many such companies did each person found?",B;D
cypherbench:1658,91c8311e-6164-4373-bd0d-f76572a3f478,cypherbench,movie,alias,llm,1-census,2,,,Peter Jackson's Middle-earth film series,Middle-earth movies,"What are the names of all movies that are part of Middle-earth movies, and how many awards has each of them received?",B;E
mindthequery:811,Complex_Retrieval_test:82,mindthequery,healthcare,casing,algorithmic,2-sample,2,AgeGroup,ageGroup,Adult,ADULT,"Identify cases where the patient's age group is 'ADULT', and the case is registered by a manufacturer named 'DAIICHI'. Also, find the reactions associated with these cases.",C;D
cypherbench:1477,71c744a2-45a5-4683-9578-7c393dfa970d,cypherbench,movie,casing,algorithmic,2-sample,2,Genre,name,fantasy film,FANTASY FILM,How many movies have either won the Academy Award for Best Cinematography or are classified as FANTASY FILMs?,C;E
zograscope:713,4785,zograscope,pole,partial,algorithmic,2-sample,2,Location,address,177 The Hall Coppice,Hall Coppice,How many officers handled the investigation of the crime involving a person at Hall Coppice?,D;E
cypherbench:131,44e56e56-e9d2-4efb-87fa-1b9673e881e8,cypherbench,nba,casing,algorithmic,2-sample,2,Team,name,Atlanta Hawks,ATLANTA HAWKS,"What are the positions played by players who have been part of the ATLANTA HAWKS, and how many such players have played each position?",A;B
mindthequery:614,Complex_Aggregation_test:86,mindthequery,healthcare,alias,llm,1-census,2,Reaction,description,"Blood 1,25-dihydroxycholecalciferol decreased",calcitriol decreased,"For cases reported by 'Company Representative', what is the average age of patients who experienced the reaction 'calcitriol decreased', grouped by the outcome of the case?",A;C
cypherbench:2036,ffe641aa-9079-4245-9168-b86025d31720,cypherbench,politics,alias,attested,1-sample,2,Politician,name,Charles de Gaulle,General Charles Andre Joseph Marie de Gaulle,What are the names of political parties that have been led by General Charles Andre Joseph Marie de Gaulle?,A;D
mindthequery:199,Complex_Retrieval_test:47,mindthequery,covid,abbrev,llm,1-census,2,Country,name,Belgium,BE,Find the names of persons who visited at least two different places located in 'BE'.,A;E
cypherbench:1331,15eb915b-7fd4-4e80-8720-b67e9084a25b,cypherbench,geography,alias,attested,1-sample,2,River,name,Mekong River,Rivière Lancang,What are the names and areas in square kilometers of the oceans that the Rivière Lancang flows into?,B;C
mindthequery:445,Complex_Retrieval_test:100,mindthequery,er,abbrev,llm,1-census,2,User,state,New York,NY,Find the titles of movies that belong to the 'Comedy' genre and have been watched by users whose phone number starts with '901' and reside in 'NY'.,B;D
mindthequery:953,Complex_Retrieval_test:236,mindthequery,healthcare,abbrev,llm,1-census,2,ReportSource,name,Health Professional,HCP,Retrieve cases reported by 'HCP' where the reaction description contains the word 'Gangrene' and the patient's age is between 70 and 80. Return the case's primary ID and the reaction description.,B;E
cypherbench:1653,64b2de85-c076-4a9d-afe8-587a69451cbc,cypherbench,movie,alias,attested,1-sample,2,FilmSeries,name,The Hobbit trilogy,Hobbit trilogy,What are the names of movies in Hobbit trilogy that earned less than 960 million USD at the global box office?,C;D
mindthequery:544,Complex_Aggregation_test:8,mindthequery,healthcare,abbrev,llm,1-census,2,Outcome,outcome,Hospitalization - Initial or Prolonged,HO,What is the total number of cases that resulted in 'HO' and involved 'ZINPLAVA' as a primary suspect drug?,C;E
mindthequery:724,Complex_Aggregation_test:210,mindthequery,healthcare,alias,llm,1-census,2,Reaction,description,Diarrhoea,the runs,"What is the average age of cases that reported the reaction 'the runs', grouped by the gender of the patient?",D;E
cypherbench:993,6bd8db0f-a8de-41ae-bcb6-5d228232d2e6,cypherbench,company,abbrev,attested,1-sample,2,Company,name,Apple,AAPL,"List the names of companies that share board members with AAPL, and for each company, provide the number of individuals who have served on the boards of both AAPL and that company.",A;B
cypherbench:422,861b8658-aa79-4c5c-b0bf-a61d2a9f7562,cypherbench,fictional_character,partial,algorithmic,2-sample,2,Character,name,Petyr Baelish,Baelish,Who are the individuals that killed the spouse of Baelish?,A;C
cypherbench:99,6a803862-a32e-458d-b368-833fc7973c91,cypherbench,nba,alias,attested,1-sample,2,Venue,name,Delta Center,Vivint Smart Home Arena,What are the names of teams that currently play at the Vivint Smart Home Arena?,A;D
cypherbench:357,eeef1ecf-6f47-418a-b466-cb69c7d043e0,cypherbench,flight_accident,alias,llm,1-census,2,FlightAccident,name,2021 Piedade de Caratinga Beechcraft King Air crash,Marília Mendonça plane crash,Do FedEx Express Flight 14 and the Marília Mendonça plane crash result in the same number of fatalities?,A;E
cypherbench:1672,8be069df-25f0-4d07-9136-34b7fa9db293,cypherbench,movie,typo,algorithmic,2-sample,2,FilmSeries,name,Spider-Verse,Spider-Verrse,What is the name of the Spider-Verrse movie with the shortest runtime?,B;C
zograscope:665,3864,zograscope,pole,casing,algorithmic,2-sample,2,Person,name,Jeffrey,jeffrey,Can you provide the NHS numbers for residents in WN6 who have a family connection to a person named jeffrey?,B;D
mindthequery:649,Complex_Aggregation_test:124,mindthequery,healthcare,typo,algorithmic,2-sample,2,Drug,name,GLUCOPHAGE XR,GLUCOPHAAGE XR,"For cases where the primary suspect drug was 'GLUCOPHAAGE XR', what is the count of cases and the average age, grouped by the reporter's occupation?",B;E
cypherbench:58,fa814366-30bf-4c2c-9edb-2fc947a82ef9,cypherbench,nba,abbrev,llm,1-census,2,Team,name,Toronto Raptors,Raptors,"Provide the names of all players who have been part of the Raptors at any time, along with the number of positions each player has played.",C;D
mindthequery:688,Complex_Aggregation_test:172,mindthequery,healthcare,alias,llm,1-census,2,Reaction,description,Blood test abnormal,abnormal blood work,"For each age group, find the total number of cases that have 'abnormal blood work' as a reaction.",C;E
mindthequery:1210,Complex_Retrieval_test:209,mindthequery,wwc,abbrev,llm,1-census,2,Tournament,name,Germany 2011,WWC 2011,Find all the players who scored goals in matches that took place in the 'WWC 2011' tournament. Return the player's name and the minute they scored.,D;E
zograscope:949,4664,zograscope,pole,casing,algorithmic,2-sample,2,,,youku.com,YOUKU.COM,"Which newest vehicle is tied to a crime where the investigation is done but no suspect was identified, connected to the email awarddi@YOUKU.COM?",A;B
cypherbench:139,e7d7ac09-21e7-4da8-b389-2d42d404bbf9,cypherbench,nba,abbrev,llm,1-census,2,Team,name,Brooklyn Nets,BKN,Who is the head coach of the BKN?,A;C
mindthequery:754,Complex_Retrieval_test:21,mindthequery,healthcare,alias,llm,1-census,2,Case,reporterOccupation,Physician,doctor,Retrieve cases involving a reaction described as 'Cardiac operation' where the patient's age is greater than 50 and the reporter occupation is 'doctor'.,A;D
mindthequery:541,Complex_Aggregation_test:4,mindthequery,healthcare,partial,algorithmic,2-sample,1,Reaction,description,Product dose omission in error,omission in error,"What is the average age of cases that had a reaction described as 'omission in error', grouped by the age group they fall under?",D
mindthequery:755,Complex_Retrieval_test:22,mindthequery,healthcare,alias,llm,1-census,2,AgeGroup,ageGroup,Adolescent,teenager,Find cases that fall under the 'teenager' age group and are associated with drugs prescribed in a therapy where the therapy's primary ID matches the case's primary ID.,A;E
cypherbench:1328,c4a49bf6-928c-483b-a5d9-f5c24359a308,cypherbench,geography,alias,attested,1-sample,2,Lake,name,Dongting Lake,Tung-t'ing Hu,"What are the names of rivers that flow into Tung-t'ing Hu and are 1,000 kilometers or shorter?",B;C
mindthequery:987,Complex_Aggregation_test:96,mindthequery,wwc,abbrev,llm,1-census,2,Tournament,name,France 2019,WWC 2019,"For each player, calculate the total number of matches played in the 'WWC 2019' tournament and the average 'score' they achieved in those matches. Return the player's name, the total matches played, and the average score.",B;D
cypherbench:1422,d423efdb-2fa2-4a56-a87f-1848951f35fc,cypherbench,movie,typo,algorithmic,2-sample,2,Genre,name,pirate film,pirate flim,"What are the names of production companies that have produced pirate flims, and how many pirate flims has each company produced?",B;E
mindthequery:1134,Complex_Retrieval_test:122,mindthequery,wwc,alias,llm,1-census,2,Team,name,Thailand,Land of Smiles,"Find all players who represented 'Land of Smiles' and played in matches during the 'France 2019' tournament. Return the player's name, the match date, and the stage of the match.",C;D
mindthequery:563,Complex_Aggregation_test:29,mindthequery,healthcare,abbrev,llm,1-census,2,Outcome,outcome,Hospitalization - Initial or Prolonged,HO,"How many cases reported by 'Foreign' sources resulted in 'HO' and involved a therapy where 'ASPIRIN' was prescribed, grouped by the year the case was reported?",C;E
cypherbench:1161,577c7978-237a-4b53-8033-ca50a87b4c5a,cypherbench,geography,alias,llm,1-census,2,River,name,Kwango River,Cuango,What are the names of drainage basins that both the Cuango and Lake Mai-Ndombe are part of?,D;E
cypherbench:1731,c26cba25-4817-454e-8479-5b5ecf0aa3b6,cypherbench,movie,abbrev,attested,1-sample,2,Movie,name,Star Trek: Insurrection,ST:I,"What are the names of movies featuring actors who were also directed ST:I, and how many such actors are in each movie?",A;B
mindthequery:1140,Complex_Retrieval_test:131,mindthequery,wwc,abbrev,llm,1-census,2,Team,name,Russia,RUS,Find the names of all players who played in matches in the 'Germany 2011' tournament and also represent the 'RUS' team.,A;C
mindthequery:270,Complex_Retrieval_test:122,mindthequery,covid,alias,llm,1-census,2,Region,name,Antwerp,'t Stad,"Find all places located in the ''t Stad' region that were visited by persons confirmed to be 'Sick' after '2020-05-01', and return the names of these places.",A;D
mindthequery:778,Complex_Retrieval_test:45,mindthequery,healthcare,alias,llm,1-census,2,Drug,name,Enzalutamide,Xtandi,Find all cases where the drug 'Xtandi' is listed as a primary suspect and the patient's age is greater than 60. Return the primary IDs of these cases and the age of the patients.,A;E
zograscope:836,2741,zograscope,pole,typo,algorithmic,2-sample,1,Person,surname,Phillips,Philips,What burglary incidents happened at the home of someone with last name Philips?,E
mindthequery:613,Complex_Aggregation_test:85,mindthequery,healthcare,abbrev,llm,1-census,2,Reaction,description,Blood lactate dehydrogenase increased,LDH increased,"Among cases registered by 'BIOGEN', what is the average age of patients who experienced the reaction 'LDH increased', grouped by the gender of the patient?",B;C
zograscope:869,4330,zograscope,pole,casing,algorithmic,2-sample,2,,,officer 83-2094137,OFFICER 83-2094137,Can you identify the most recent vehicle tied to a crime under investigation by OFFICER 83-2094137 in area code M4?,B;D
zograscope:655,3821,zograscope,pole,abbrev,llm,1-census,2,Officer,rank,Police Constable,PC,Where are the homes of people with last name Jacobs that are crime scenes investigated by PCs?,B;E
cypherbench:1455,baec6063-e583-406a-929f-55ed823113cd,cypherbench,movie,alias,attested,1-sample,2,Movie,name,The Father,Bashtata,"What is the difference in runtime, in minutes, between The Long Way Home and Bashtata?",C;D
mindthequery:768,Complex_Retrieval_test:35,mindthequery,healthcare,abbrev,llm,1-census,2,Outcome,outcome,Other Serious (Important Medical Event),IME,Find cases where the patient's age is over 70 and the case resulted in 'IME'. Return the case's primary ID and the patient's age.,C;E
cypherbench:914,9f6dd7cb-ecf8-4e12-8895-2ce5dd99af9f,cypherbench,company,alias,attested,1-sample,2,Industry,name,petroleum industry,crude petroleum and natural gas production,"Provide the names of individuals who have served as CEOs of companies in the crude petroleum and natural gas production, along with the number of such companies they have led.",D;E
mindthequery:924,Complex_Retrieval_test:205,mindthequery,healthcare,abbrev,llm,1-census,2,Reaction,description,Alanine aminotransferase increased,ALT increased,"Find all cases where the reaction description is 'ALT increased' and the case was reported by a 'Physician'. Also, retrieve the names of any drugs that are primary suspects in these cases.",A;B
zograscope:1062,2826,zograscope,pole,abbrev,llm,1-census,2,Person,name,Christopher,Chris,Can you find the emails of Chriss who are friends with someone surnamed Duncan?,A;C
cypherbench:566,24cc9025-19da-4f70-9586-330d1e35ac4f,cypherbench,fictional_character,alias,llm,1-census,2,Character,name,Alysanne Targaryen,Good Queen Alysanne,What are the names and genders of individuals born in King's Landing who are married to Good Queen Alysanne?,A;D
cypherbench:1938,0cca23c3-6167-4fd3-bd13-c75c53e1a30b,cypherbench,politics,abbrev,llm,1-census,2,PoliticalParty,name,Popular Republican Movement,MRP,How many countries do the MRP or The Republicans operate in?,A;E
cypherbench:1812,f4b9b803-4378-4e40-a01f-a79ef631d092,cypherbench,politics,alias,attested,1-sample,2,Politician,name,Donald Tusk,Donald Franciszek Tusk,"Which countries have diplomatic relations with nations that have had Donald Franciszek Tusk as their head of government, and how many such countries are there for each?",B;C
cypherbench:1518,1af5d61d-8fa9-4fbf-9f57-9741fba50d04,cypherbench,movie,casing,algorithmic,2-sample,2,Movie,name,"I, Tonya","I, TONYA","What are the names of the countries that the movie I, TONYA originates from?",B;D
mindthequery:706,Complex_Aggregation_test:190,mindthequery,healthcare,typo,algorithmic,2-sample,1,Outcome,outcome,Life-Threatening,Life-Threatning,"What is the average age of patients who experienced 'Life-Threatning' outcomes, grouped by their age group?",A
cypherbench:1373,c9f7e565-0b34-49b6-b2ce-d54006ae33bf,cypherbench,geography,abbrev,attested,1-sample,2,Country,name,Kazakhstan,KAZ,What are the names and discharge rates in cubic meters per second of rivers that pass through KAZ and flow into the Irtysh?,B;E
cypherbench:66,2daca1ae-e59e-4241-8cf3-ba1cf07680aa,cypherbench,nba,abbrev,llm,1-census,2,Team,name,Phoenix Suns,Suns,Do the Suns and the Charlotte Hornets share the same year of inception?,C;D
mindthequery:366,Complex_Aggregation_test:175,mindthequery,er,casing,algorithmic,2-sample,2,,,IP address '117.187.248.143',IP ADDRESS '117.187.248.143',"For each genre, what is the average watchCount of movies in that genre by users, considering only users who use the IP ADDRESS '117.187.248.143'?",C;E
mindthequery:625,Complex_Aggregation_test:98,mindthequery,healthcare,alias,llm,1-census,2,Outcome,outcome,Disability,handicap,"What is the average age of patients for each drug that is a primary suspect, where the case resulted in 'handicap'?",D;E
zograscope:681,4156,zograscope,pole,abbrev,attested,1-sample,2,Officer,rank,Sergeant,Sgt,"What are the production years of the oldest cars connected to a crime involving the phone number 8-(555)485-3508, under investigation by a Sgt?",A;B
mindthequery:623,Complex_Aggregation_test:96,mindthequery,healthcare,alias,llm,1-census,2,Reaction,description,Blood pressure decreased,BP decreased,"What is the average age of cases that have 'BP decreased' as a reaction, grouped by age group?",A;C
cypherbench:747,fb1c2211-aaf4-478a-b662-7c7f145843e0,cypherbench,company,alias,attested,1-sample,2,,,Austria,🇦🇹,"What are the names of individuals who have both founded a company and served on its board, but are not citizens of 🇦🇹?",A;D
cypherbench:1028,becaf6a1-ca37-4fa6-84a2-a7df4d49f8ed,cypherbench,company,abbrev,attested,1-sample,2,Company,name,Goldman Sachs,GSCO,"Provide the names of all individuals who have served as board members for GSCO, along with the number of companies where each has held a board member position.",A;E
mindthequery:550,Complex_Aggregation_test:16,mindthequery,healthcare,abbrev,llm,1-census,2,Outcome,outcome,Other Serious (Important Medical Event),IME,"How many cases reported by either 'Health Professional' or 'Company Representative' resulted in 'IME' and involved 'FORTEO' as a primary suspect drug, grouped by patient gender?",B;C
cypherbench:1715,b309af34-f1ca-4712-ba6b-3cf2e503a18f,cypherbench,movie,alias,llm,1-census,2,FilmSeries,name,Spider-Verse,Spiderverse,What is the name of the Spiderverse movie that earned the most at the global box office?,B;D
cypherbench:1262,e84ca995-53df-47e1-bfde-3d9b906b7b31,cypherbench,geography,alias,attested,1-sample,2,River,name,Yuan River,Yuanjiang,What are the names of rivers that flow into the same lake as the Yuanjiang?,B;E
mindthequery:359,Complex_Aggregation_test:73,mindthequery,er,abbrev,attested,1-sample,2,User,country,us,United States,"What is the average number of times a movie of each genre is watched by users from the United States, and how many distinct users from the United States watched each genre?",C;D
mindthequery:582,Complex_Aggregation_test:51,mindthequery,healthcare,alias,llm,1-census,2,Drug,name,BRILINTA,ticagrelor,"What is the average age of cases that are classified as 'Adult' age group and involve 'ticagrelor' as a primary suspect drug, grouped by the route of administration?",C;E
cypherbench:1182,64515040-e01f-42e0-a8aa-454cd6123935,cypherbench,geography,casing,algorithmic,2-sample,2,DrainageBasin,name,Orinoco basin,ORINOCO BASIN,"Provide the names of all rivers that are part of the ORINOCO BASIN, along with the count of rivers that flow into each of them.",D;E
cypherbench:439,643c3b69-54b9-49b7-882f-b0a134e925db,cypherbench,fictional_character,alias,attested,1-sample,2,Character,name,Jacqueline Bouvier,"Jacqueline Ingrid ""Jackie"" Bouvier","Provide the names of all characters whose mother is Jacqueline Ingrid ""Jackie"" Bouvier, along with the count of characters who have each of them as a mother.",A;B
mindthequery:1136,Complex_Retrieval_test:125,mindthequery,wwc,abbrev,llm,1-census,2,Tournament,name,France 2019,WWC 2019,Retrieve the names of all teams that participated in the 'WWC 2019' tournament and also the names of the squads that are named after them.,A;C
cypherbench:1632,59165129-be1a-48c9-94f5-ebcdf31db8c5,cypherbench,movie,alias,attested,1-sample,2,Movie,name,The Salesman,Le Vendeur,"Which movie has a longer runtime, Another Round or Le Vendeur?",A;D
cypherbench:609,599f3166-6c9e-4e23-8bdc-3077405fd757,cypherbench,fictional_character,abbrev,llm,1-census,2,FictionalUniverse,name,Journey to the West universe,JTTW,"Provide the names of all characters from the JTTW, along with the number of teachers each of them has.",A;E
mindthequery:67,Complex_Aggregation_test:74,mindthequery,covid,alias,llm,1-census,2,Place,type,Restaurant,resto,"For each country, compute the percentage of visits made to 'resto' places and the average visit duration in seconds to those places. Return the country name, visit percentage, and average duration.",B;C
mindthequery:24,Complex_Aggregation_test:0,mindthequery,covid,alias,llm,1-census,2,Place,type,Grocery shop,grocery store,"For each country, what is the average visit duration in seconds for visits performed by 'Sick' people to 'grocery store' places, and how does this compare to the average visit duration across all place types in that country? Show the country name, average duration for 'grocery store' visits, and average duration for all visits.",B;D
mindthequery:117,Complex_Aggregation_test:165,mindthequery,covid,alias,llm,1-census,2,Place,type,Restaurant,resto,"For each country, calculate the percentage of visits made by persons with 'Sick' healthstatus to places of type 'resto'. Return the country name and the percentage.",B;E
cypherbench:1696,d8b63ff8-628e-4fb7-9de7-41aef4709da2,cypherbench,movie,casing,algorithmic,2-sample,1,FilmSeries,name,Marvel Cinematic Universe Phase Four,marvel cinematic universe phase four,How many different countries are home to production companies that have produced movies in the marvel cinematic universe phase four series?,B
cypherbench:2040,5c2810ae-b4d4-4f28-873e-aaf51c9c4cb8,cypherbench,politics,alias,attested,1-sample,2,PoliticalParty,name,Convergence,Convergencia por la Democracia,What are the names and official languages of countries where the political party Convergencia por la Democracia operates?,C;D
zograscope:325,1540,zograscope,pole,abbrev,llm,1-census,2,Person,surname,Jordan,JOR,Who are the people living with someone whose surname is JOR?,C;E
cypherbench:295,f581c7e9-a189-47d1-8ab6-a489635f0bdf,cypherbench,flight_accident,abbrev,attested,1-sample,2,AircraftModel,name,McDonnell Douglas MD-81,MD81,How many aviation accidents either departed from Stockholm Arlanda Airport or involved a MD81?,D;E
mindthequery:594,Complex_Aggregation_test:65,mindthequery,healthcare,alias,llm,1-census,2,Drug,name,SPIRIVA,tiotropium,"For cases involving the drug 'tiotropium' as a secondary suspect, what is the average age of patients, grouped by the route of administration of 'tiotropium', and how many cases are there for each route?",A;B
cypherbench:1758,bbf75145-a07d-4661-9abe-773710a7791c,cypherbench,politics,abbrev,llm,1-census,2,PoliticalParty,name,German Fatherland Party,DVLP,"What are the names of positions held by politicians who have been members of the DVLP, and how many such politicians have held each position?",A;C
zograscope:844,3520,zograscope,pole,abbrev,llm,1-census,2,Person,name,Jessica,Jess,"Which are the names of people that are acquainted with a Jess who was part of a crime on January 8, 2017?",A;D
mindthequery:1097,Complex_Retrieval_test:81,mindthequery,wwc,alias,llm,1-census,2,Team,name,Brazil,Seleção,"Find all players who represented the 'Seleção' team and played in matches during the 'China 2007' tournament. Return the player's name, the match date, and the stage of the match.",A;E
mindthequery:984,Complex_Aggregation_test:88,mindthequery,wwc,abbrev,llm,1-census,2,Tournament,name,Germany 2011,WWC 2011,"For each team that participated in the 'WWC 2011' tournament, calculate the total number of goals scored by all players representing that team. Return the team name and the total goals scored.",B;C
mindthequery:746,Complex_Retrieval_test:13,mindthequery,healthcare,abbrev,llm,1-census,2,ReportSource,name,Health Professional,HCP,Find the cases reported by 'HCP' where the patient is also prescribed a therapy that includes the drug 'LEMBOREXANT'.,B;D
cypherbench:437,6635b600-4e10-450d-9cd6-28033ca8f63d,cypherbench,fictional_character,partial,llm,1-census,2,Character,name,Trystane Martell,Trystane,How many characters were killed by Euron Greyjoy or killed Trystane?,B;E
mindthequery:851,Complex_Retrieval_test:126,mindthequery,healthcare,alias,llm,1-census,2,Drug,primarySubstabce,BRIGATINIB,Alunbrig,"Retrieve cases reported by 'Consumer' where the associated drug, administered via the 'Oral' route, has 'Alunbrig' as its primary substance. Return the case's primary ID and the drug's name.",C;D
cypherbench:332,0548c291-bf76-4df1-b9ef-8ec933b067f9,cypherbench,flight_accident,abbrev,llm,1-census,2,AircraftModel,name,Bombardier CRJ100/200,CRJ200,What are the names and flight numbers of aviation accidents involving the CRJ200 and operated by Endeavor Air?,C;E
zograscope:333,4872,zograscope,pole,typo,algorithmic,2-sample,1,Person,name,Brian,Biran,Could you list the addresses of residences where a crime occurred and belong to a friend of Biran?,C
mindthequery:769,Complex_Retrieval_test:36,mindthequery,healthcare,alias,llm,1-census,2,Drug,primarySubstabce,CHLORPHENIRAMINE MALEATE,Chlor-Trimeton,Retrieve cases reported by 'Health Professional' where the patient is under the age of 30 and is taking a drug with the primary substance 'Chlor-Trimeton'. Return the case's primary ID and the drug's name.,D;E
cypherbench:94,3580a4db-292d-4dbe-906e-e00dfbaf0fb6,cypherbench,nba,partial,algorithmic,2-sample,1,Team,name,Utah Jazz,Utah,Who is the lightest player to have ever played for the Utah?,D
